participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
80,3.1611,5.9863,1.1255,1.7021,1.7519,1.133,space,0.5944,3,17,1
80,3.0174,1.8347,1.0487,1.2399,1.3046,1.5696,y,0.9532,2,4,1
80,30.7679,6.2534,1.8586,1.0677,2.4345,1.285,space,0.1192,3,23,1
80,12.4143,31.8464,1.0865,0.7707,1.771,0.8742,y,0.7518,2,1,1
80,7.5591,9.2282,1.4936,1.6021,1.1372,1.1412,y,0.5207,1,3,1
80,3.2572,3.7932,1.6132,1.6909,1.4601,1.3866,space,0.2561,2,22,1
80,2.6655,2.7958,1.12,1.4049,1.5974,1.1796,space,0.737,1,21,1
80,11.5197,1.7982,1.4919,1.4452,1.3709,2.2803,n,0.6977,3,8,1
80,3.3483,2.8263,2.0732,1.5279,1.5925,2.1818,y,1.1069,1,6,1
80,112.0043,2.5879,0.9884,1.7543,1.3564,1.0711,space,0.7018,1,15,1
80,2.6423,4.3095,1.0433,1.6226,2.3154,2.0368,n,0.8249,2,7,1
80,2.612,2.8051,0.9712,1.5457,1.8261,0.8627,y,1.0697,3,5,1
80,138.9559,2.5811,1.731,1.362,1.0426,0.9901,space,0.7787,2,16,1
80,2.1528,2.454,1.5698,1.6468,2.6982,2.0213,space,0.7028,2,13,1
80,7.9274,4.1625,1.7898,1.3722,2.9541,1.5361,n,1.406,3,11,1
80,1.5551,2.4408,0.9957,1.5618,3.3727,2.5743,space,0.4852,1,18,1
80,2.5976,2.4986,1.3628,1.7217,1.5955,1.8196,y,0.4756,1,9,1
80,2.2722,2.0409,1.1243,1.6777,1.537,1.5366,n,0.592,2,10,1
80,8.8111,4.7723,1.0555,1.1496,1.1874,1.5908,space,0.5262,1,24,1
80,2.871,3.6964,1.591,1.366,1.2913,1.4031,space,1.1368,2,19,1
80,2.5446,3.6323,1.7215,0.9352,1.4113,1.68,space,0.1617,3,20,1
80,2.8811,2.8222,1.1369,1.5574,0.9079,1.6862,space,0.2383,3,14,1
80,1.6223,2.414,1.1449,1.3941,1.0953,1.2687,n,4.6048,1,12,1
80,3.5313,4.2735,1.4711,1.0208,1.5871,1.2543,y,5.7937,3,2,1
