participant,RT1,RT2,RT3,RT4,RT5,RT6,Comp_Question_Resp,Comp_Question_RT,condition_number,item_number,experiment_number
64,9.572,3.478,3.499,2.657,3.15,3.414,space,0.095,2,14,1
64,7.258,5.655,1.682,1.024,4.36,2.894,space,0.694,1,16,1
64,4.325,3.14,2.782,2.67,2.567,2.5,y,1.651,3,3,1
64,4.692,4.976,3.481,7.941,1.894,2.074,space,0.787,1,19,1
64,5.386,2.305,1.082,1.844,1.368,1.133,n,0.599,1,10,1
64,5.452,3.771,0.873,1.157,1.393,1.573,space,1.303,2,17,1
64,1.963,6.148,1.492,0.534,1.568,1.051,y,1.052,1,1,1
64,4.851,3.23,1.108,0.791,1.086,1.474,space,0.043,2,20,1
64,6.511,8.587,1.023,0.734,3.115,2.329,space,0.084,3,24,1
64,4.546,2.611,0.763,3.749,1.206,2.283,y,2.645,3,6,1
64,5.363,7.676,1.12,2.136,0.772,1.84,n,3.054,3,12,1
64,1.396,24.651,0.99,2.159,1.408,1.417,y,1.867,2,11,1
64,2.491,10.342,1.658,1.315,1.223,1.186,space,0.272,3,15,1
64,3.083,3.832,1.315,1.565,1.635,1.191,space,0.244,2,23,1
64,4.985,5.549,1.335,67.373,1.948,0.851,y,0.371,2,5,1
64,5.805,3.543,1.216,1.801,2.032,1.893,y,1.182,2,2,1
64,3.031,2.629,2.659,4.198,1.465,1.086,y,0.818,3,9,1
64,2.926,2.788,0.874,1.007,0.902,1.497,n,0.102,1,7,1
64,2.939,3.583,0.776,1.351,1.451,1.874,n,0.162,2,8,1
64,4.073,2.197,0.815,1.724,2.158,1.342,y,0.961,1,4,1
64,8.657,2.866,0.875,1.043,1.617,1.2,space,0.077,3,18,1
64,5.557,3.55,1.841,1.15,1.764,1.651,space,0.416,3,21,1
64,5.062,2.522,0.857,0.777,1.525,0.976,space,0.103,1,13,1
64,3.617,5.083,0.839,1.799,2.214,1.064,space,0.067,1,22,1
